"PBR";"2007-12";"7254000000";"65179000000"
"PBR";"2008-12";"6623000000";"61909000000"
"PBR";"2009-12";"16241000000";"94058000000"
"PBR";"2010-12";"33245000000";"181494000000"
"PCLN";"2007-12";"507858000";"579107000"
"PCLN";"2008-12";"463438000";"730382000"
"PCLN";"2009-12";"800155000";"1321629000"
"PCLN";"2010-12";"1662218000";"1813336000"
"PCLN";"2011-12";"2657663000";"2574295000"
"PCX";"2007-12";"5983000";"82316000"
"PCX";"2008-12";"2872000";"801109000"
"PCX";"2009-12";"27098000";"935494000"
"PCX";"2010-12";"193067000";"843081000"
"PCX";"2011-12";"194162000";"666151000"
"PFE";"2007-12";"25475000000";"65010000000"
"PFE";"2008-12";"23731000000";"57556000000"
"PFE";"2009-12";"25969000000";"90014000000"
"PFE";"2010-12";"28012000000";"87813000000"
"PFE";"2011-12";"26758000000";"82190000000"
"PG";"2007-06";"5556000000";"66760000000"
"PG";"2008-06";"3541000000";"69494000000"
"PG";"2009-06";"4781000000";"63099000000"
"PG";"2010-06";"2879000000";"61115000000"
"PG";"2011-06";"2768000000";"67640000000"
"POT";"2007-12";"719500000";"6018700000"
"POT";"2008-12";"283200000";"4588900000"
"POT";"2009-12";"385400000";"6500700000"
"POT";"2010-12";"411900000";"6804200000"
"POT";"2011-12";"430000000";"7847000000"
"QCOM";"2007-09";"6581000000";"15835000000"
"QCOM";"2008-09";"6411000000";"17944000000"
"QCOM";"2009-09";"11069000000";"20316000000"
"QCOM";"2010-09";"10279000000";"20858000000"
"QCOM";"2011-09";"11652000000";"26951000000"
"RIG";"2007-12";"1241000000";"12566000000"
"RIG";"2008-12";"1296000000";"16524000000"
"RIG";"2009-12";"1168000000";"20552000000"
"RIG";"2010-12";"3394000000";"21383000000"
"RIG";"2011-12";"4017000000";"15701000000"
"RIMM";"2007-02";"985310580";"2478681505"
"RIMM";"2008-02";"1611314200";"3948777717"
